Date;HomeTeam;AwayTeam;FTR;h_course;d_course;a_course;h_pts_3;h_pts_5;h_pts_7;h_gz_3;h_gz_5;h_gz_7;h_gs_3;h_gs_5;h_gs_7;h_sh_od_3;h_sh_od_5;h_sh_od_7;h_sh_ot_3;h_sh_ot_5;h_sh_ot_7;h_sot_od_3;h_sot_od_5;h_sot_od_7;h_sot_ot_3;h_sot_ot_5;h_sot_ot_7;h_cw_3;h_cw_5;h_cw_7;h_cb_3;h_cb_5;h_cb_7;h_yc_3;h_yc_5;h_yc_7;h_rc_3;h_rc_5;h_rc_7;h_pts_per_math;h_gz;h_gs;h_sh_od;h_sh_ot;h_cw;h_cb;h_pozycja;a_pts_3;a_pts_5;a_pts_7;a_gz_3;a_gz_5;a_gz_7;a_gs_3;a_gs_5;a_gs_7;a_sh_od_3;a_sh_od_5;a_sh_od_7;a_sh_ot_3;a_sh_ot_5;a_sh_ot_7;a_sot_od_3;a_sot_od_5;a_sot_od_7;a_sot_ot_3;a_sot_ot_5;a_sot_ot_7;a_cw_3;a_cw_5;a_cw_7;a_cb_3;a_cb_5;a_cb_7;a_yc_3;a_yc_5;a_yc_7;a_rc_3;a_rc_5;a_rc_7;a_pts_per_math;a_gz;a_gs;a_sh_od;a_sh_ot;a_cw;a_cb;a_pozycja
2020-09-26;Bielefeld;FC Koln;H;2.62;3.5;2.6;1.3333333333333333;1.6;1.2857142857142858;0.3333333333333333;0.4;0.42857142857142855;1.6666666666666667;1.0;1.0;10.666666666666666;10.8;9.714285714285714;11.333333333333334;10.6;12.142857142857142;5.0;4.0;3.142857142857143;5.333333333333333;4.2;4.857142857142857;2.6666666666666665;3.0;2.7142857142857144;3.3333333333333335;3.8;4.0;2.6666666666666665;2.4;2.142857142857143;0.0;0.0;0.0;;;;;;;;12;2.0;1.2;1.0;2.0;1.6;1.4285714285714286;2.3333333333333335;2.6;2.2857142857142856;12.333333333333334;14.6;13.285714285714286;15.666666666666666;12.8;12.857142857142858;3.6666666666666665;3.4;2.857142857142857;5.666666666666667;5.6;5.428571428571429;2.0;2.2;2.857142857142857;5.333333333333333;4.6;4.285714285714286;2.3333333333333335;2.0;1.7142857142857142;0.0;0.0;0.0;;;;;;;;6
2020-09-26;Leverkusen;RB Leipzig;D;3;3.5;2.3;1.3333333333333333;1.6;1.5714285714285714;1.0;1.2;1.1428571428571428;1.0;0.6;1.0;12.666666666666666;10.6;9.714285714285714;17.0;13.4;12.0;5.666666666666667;5.4;4.285714285714286;5.0;3.4;4.142857142857143;4.666666666666667;3.4;4.285714285714286;5.666666666666667;4.2;4.142857142857143;1.0;1.0;1.1428571428571428;0.0;0.0;0.0;;;;;;;;15;1.0;1.4;1.4285714285714286;1.6666666666666667;1.8;1.4285714285714286;1.6666666666666667;1.2;1.0;20.333333333333332;16.6;16.571428571428573;7.333333333333333;7.8;7.571428571428571;8.0;6.0;5.857142857142857;2.3333333333333335;1.8;2.0;8.333333333333334;6.2;6.571428571428571;2.6666666666666665;2.2;2.2857142857142856;2.0;1.2;1.4285714285714286;0.0;0.0;0.0;;;;;;;;8
2020-09-26;Mainz;Stuttgart;A;2.37;3.5;2.9;1.6666666666666667;2.2;2.142857142857143;1.3333333333333333;1.6;1.5714285714285714;1.0;1.0;1.0;10.0;10.4;11.428571428571429;12.666666666666666;15.6;13.571428571428571;5.333333333333333;5.4;5.571428571428571;4.333333333333333;4.2;3.5714285714285716;3.3333333333333335;3.8;4.285714285714286;5.0;5.4;4.571428571428571;1.6666666666666667;1.6;1.7142857142857142;0.0;0.0;0.0;;;;;;;;17;1.0;0.6;0.8571428571428571;1.0;1.2;1.0;2.0;2.2;2.142857142857143;9.0;9.8;10.714285714285714;19.0;16.8;15.428571428571429;3.3333333333333335;3.0;3.142857142857143;8.0;7.0;6.285714285714286;2.3333333333333335;2.8;3.2857142857142856;7.666666666666667;7.0;5.142857142857143;1.0;2.0;1.8571428571428572;0.3333333333333333;0.2;0.14285714285714285;;;;;;;;10
2020-09-26;M'gladbach;Union Berlin;D;1.44;4.5;7.5;1.0;1.4;1.8571428571428572;2.3333333333333335;2.6;2.5714285714285716;3.0;2.2;1.7142857142857142;13.0;13.0;15.0;17.0;18.2;14.571428571428571;5.666666666666667;5.0;5.285714285714286;6.0;6.2;5.142857142857143;3.6666666666666665;4.2;4.0;3.6666666666666665;6.0;5.0;1.0;1.2;1.2857142857142858;0.0;0.2;0.14285714285714285;;;;;;;;17;1.0;1.4;1.1428571428571428;1.0;1.2;1.2857142857142858;2.0;1.6;2.0;10.666666666666666;9.4;11.714285714285714;15.666666666666666;14.0;11.857142857142858;3.0;3.0;3.7142857142857144;8.0;5.6;4.857142857142857;5.666666666666667;4.4;4.0;3.3333333333333335;4.4;3.857142857142857;0.3333333333333333;0.6;1.0;0.0;0.0;0.0;;;;;;;;12
2020-09-26;Schalke 04;Werder Bremen;A;2.5;3.4;2.8;0.0;0.6;0.42857142857142855;0.6666666666666666;0.8;0.5714285714285714;3.0;2.2;2.7142857142857144;4.333333333333333;4.8;5.0;14.333333333333334;12.4;14.142857142857142;1.6666666666666667;1.8;1.7142857142857142;8.333333333333334;6.2;6.428571428571429;3.0;3.4;3.857142857142857;5.333333333333333;5.4;5.285714285714286;2.6666666666666665;1.6;1.4285714285714286;0.3333333333333333;0.2;0.14285714285714285;;;;;;;;18;0.3333333333333333;0.2;0.14285714285714285;0.3333333333333333;0.6;0.5714285714285714;1.3333333333333333;2.4;2.142857142857143;13.333333333333334;12.2;11.571428571428571;14.666666666666666;14.2;14.428571428571429;3.6666666666666665;3.2;3.142857142857143;5.0;5.6;5.142857142857143;5.333333333333333;4.4;3.5714285714285716;7.0;6.0;6.428571428571429;1.3333333333333333;1.6;1.8571428571428572;0.3333333333333333;0.2;0.14285714285714285;;;;;;;;14
2020-09-27;Hoffenheim;Bayern Munich;H;11;7.5;1.2;2.3333333333333335;1.8;1.2857142857142858;2.6666666666666665;1.6;1.4285714285714286;1.6666666666666667;1.0;1.2857142857142858;18.333333333333332;12.6;12.428571428571429;8.666666666666666;9.4;10.0;7.333333333333333;4.4;4.285714285714286;4.333333333333333;4.0;4.142857142857143;6.333333333333333;4.2;4.714285714285714;4.333333333333333;3.6;4.142857142857143;2.0;1.8;1.4285714285714286;0.0;0.0;0.0;;;;;;;;18;2.0;2.0;2.2857142857142856;3.0;2.6;2.5714285714285716;0.6666666666666666;1.0;0.7142857142857143;21.666666666666668;18.6;16.714285714285715;9.333333333333334;8.2;9.428571428571429;6.666666666666667;6.2;6.142857142857143;3.0;2.8;3.0;5.0;5.6;4.714285714285714;2.6666666666666665;3.0;3.7142857142857144;1.3333333333333333;1.4;1.4285714285714286;0.3333333333333333;0.2;0.2857142857142857;;;;;;;;15
2020-09-27;Freiburg;Wolfsburg;D;3.2;3.3;2.3;1.3333333333333333;1.4;1.4285714285714286;1.6666666666666667;1.8;1.7142857142857142;1.6666666666666667;1.2;1.1428571428571428;13.666666666666666;12.8;11.571428571428571;15.666666666666666;13.0;14.714285714285714;5.666666666666667;5.4;4.857142857142857;4.0;3.6;4.428571428571429;4.666666666666667;3.8;3.5714285714285716;4.0;4.0;3.5714285714285716;2.0;2.0;2.857142857142857;0.0;0.0;0.0;;;;;;;;18;2.0;1.2;1.7142857142857142;2.0;2.2;2.0;1.0;2.0;1.5714285714285714;17.0;15.6;15.285714285714286;9.333333333333334;10.2;10.285714285714286;4.666666666666667;4.8;5.0;3.0;4.6;4.0;5.0;5.6;6.0;3.0;3.4;3.4285714285714284;0.6666666666666666;1.2;1.2857142857142858;0.0;0.0;0.0;;;;;;;;17
2020-10-02;Union Berlin;Mainz;H;2.05;3.6;3.4;1.0;1.4;1.1428571428571428;1.0;1.2;1.2857142857142858;2.0;1.6;2.0;10.666666666666666;9.4;11.714285714285714;15.666666666666666;14.0;11.857142857142858;3.0;3.0;3.7142857142857144;8.0;5.6;4.857142857142857;5.666666666666667;4.4;4.0;3.3333333333333335;4.4;3.857142857142857;0.3333333333333333;0.6;1.0;0.0;0.0;0.0;0.5;1.0;2.0;14.0;11.5;7.5;3.0;14;1.6666666666666667;2.2;2.142857142857143;1.3333333333333333;1.6;1.5714285714285714;1.0;1.0;1.0;10.0;10.4;11.428571428571429;12.666666666666666;15.6;13.571428571428571;5.333333333333333;5.4;5.571428571428571;4.333333333333333;4.2;3.5714285714285716;3.3333333333333335;3.8;4.285714285714286;5.0;5.4;4.571428571428571;1.6666666666666667;1.6;1.7142857142857142;0.0;0.0;0.0;0.0;1.0;3.5;9.5;19.0;5.0;7.0;17
2020-10-03;Dortmund;Freiburg;H;1.28;6;9;3.0;3.0;2.2857142857142856;2.3333333333333335;2.8;2.4285714285714284;0.6666666666666666;1.0;1.2857142857142858;14.666666666666666;16.2;16.285714285714285;13.666666666666666;12.8;12.714285714285714;6.333333333333333;7.0;6.571428571428571;3.6666666666666665;3.4;3.142857142857143;4.333333333333333;5.6;5.714285714285714;6.666666666666667;5.4;4.857142857142857;2.0;1.8;1.4285714285714286;0.3333333333333333;0.2;0.14285714285714285;1.5;1.5;1.0;12.5;7.0;2.0;7.0;11;1.3333333333333333;1.4;1.4285714285714286;1.6666666666666667;1.8;1.7142857142857142;1.6666666666666667;1.2;1.1428571428571428;13.666666666666666;12.8;11.571428571428571;15.666666666666666;13.0;14.714285714285714;5.666666666666667;5.4;4.857142857142857;4.0;3.6;4.428571428571429;4.666666666666667;3.8;3.5714285714285716;4.0;4.0;3.5714285714285716;2.0;2.0;2.857142857142857;0.0;0.0;0.0;2.0;2.0;1.5;14.0;15.0;8.0;1.5;6
2020-10-03;Ein Frankfurt;Hoffenheim;H;2.37;3.7;2.8;1.3333333333333333;1.4;1.8571428571428572;1.3333333333333333;1.6;2.142857142857143;1.3333333333333333;2.2;2.0;12.666666666666666;12.6;12.428571428571429;12.666666666666666;15.4;17.285714285714285;4.0;4.4;4.285714285714286;5.666666666666667;5.6;6.142857142857143;7.0;6.4;5.142857142857143;4.0;5.2;5.714285714285714;2.0;2.6;2.4285714285714284;0.0;0.0;0.0;2.0;2.0;1.0;14.0;13.0;9.0;3.0;5;2.3333333333333335;1.8;1.2857142857142858;2.6666666666666665;1.6;1.4285714285714286;1.6666666666666667;1.0;1.2857142857142858;18.333333333333332;12.6;12.428571428571429;8.666666666666666;9.4;10.0;7.333333333333333;4.4;4.285714285714286;4.333333333333333;4.0;4.142857142857143;6.333333333333333;4.2;4.714285714285714;4.333333333333333;3.6;4.142857142857143;2.0;1.8;1.4285714285714286;0.0;0.0;0.0;3.0;3.5;1.5;15.0;13.5;2.0;5.5;2
2020-10-03;FC Koln;M'gladbach;A;3.8;4;1.85;2.0;1.2;1.0;2.0;1.6;1.4285714285714286;2.3333333333333335;2.6;2.2857142857142856;12.333333333333334;14.6;13.285714285714286;15.666666666666666;12.8;12.857142857142858;3.6666666666666665;3.4;2.857142857142857;5.666666666666667;5.6;5.428571428571429;2.0;2.2;2.857142857142857;5.333333333333333;4.6;4.285714285714286;2.3333333333333335;2.0;1.7142857142857142;0.0;0.0;0.0;0.0;1.0;2.0;12.5;10.0;2.5;6.5;16;1.0;1.4;1.8571428571428572;2.3333333333333335;2.6;2.5714285714285716;3.0;2.2;1.7142857142857142;13.0;13.0;15.0;17.0;18.2;14.571428571428571;5.666666666666667;5.0;5.285714285714286;6.0;6.2;5.142857142857143;3.6666666666666665;4.2;4.0;3.6666666666666665;6.0;5.0;1.0;1.2;1.2857142857142858;0.0;0.2;0.14285714285714285;0.5;0.5;2.0;11.0;12.0;4.0;4.0;15
2020-10-03;Stuttgart;Leverkusen;D;3.8;3.8;1.85;1.0;0.6;0.8571428571428571;1.0;1.2;1.0;2.0;2.2;2.142857142857143;9.0;9.8;10.714285714285714;19.0;16.8;15.428571428571429;3.3333333333333335;3.0;3.142857142857143;8.0;7.0;6.285714285714286;2.3333333333333335;2.8;3.2857142857142856;7.666666666666667;7.0;5.142857142857143;1.0;2.0;1.8571428571428572;0.3333333333333333;0.2;0.14285714285714285;1.5;3.0;2.0;18.5;9.0;5.0;5.5;11;1.3333333333333333;1.6;1.5714285714285714;1.0;1.2;1.1428571428571428;1.0;0.6;1.0;12.666666666666666;10.6;9.714285714285714;17.0;13.4;12.0;5.666666666666667;5.4;4.285714285714286;5.0;3.4;4.142857142857143;4.666666666666667;3.4;4.285714285714286;5.666666666666667;4.2;4.142857142857143;1.0;1.0;1.1428571428571428;0.0;0.0;0.0;1.0;0.5;0.5;8.5;8.0;4.0;2.5;14
2020-10-03;Werder Bremen;Bielefeld;H;2.15;3.5;3.3;0.3333333333333333;0.2;0.14285714285714285;0.3333333333333333;0.6;0.5714285714285714;1.3333333333333333;2.4;2.142857142857143;13.333333333333334;12.2;11.571428571428571;14.666666666666666;14.2;14.428571428571429;3.6666666666666665;3.2;3.142857142857143;5.0;5.6;5.142857142857143;5.333333333333333;4.4;3.5714285714285716;7.0;6.0;6.428571428571429;1.3333333333333333;1.6;1.8571428571428572;0.3333333333333333;0.2;0.14285714285714285;1.5;2.0;2.5;17.0;15.0;7.5;3.5;14;1.3333333333333333;1.6;1.2857142857142858;0.3333333333333333;0.4;0.42857142857142855;1.6666666666666667;1.0;1.0;10.666666666666666;10.8;9.714285714285714;11.333333333333334;10.6;12.142857142857142;5.0;4.0;3.142857142857143;5.333333333333333;4.2;4.857142857142857;2.6666666666666665;3.0;2.7142857142857144;3.3333333333333335;3.8;4.0;2.6666666666666665;2.4;2.142857142857143;0.0;0.0;0.0;2.0;1.0;0.5;10.5;15.0;9.0;5.0;8
2020-10-03;RB Leipzig;Schalke 04;H;1.25;6.5;10;1.0;1.4;1.4285714285714286;1.6666666666666667;1.8;1.4285714285714286;1.6666666666666667;1.2;1.0;20.333333333333332;16.6;16.571428571428573;7.333333333333333;7.8;7.571428571428571;8.0;6.0;5.857142857142857;2.3333333333333335;1.8;2.0;8.333333333333334;6.2;6.571428571428571;2.6666666666666665;2.2;2.2857142857142856;2.0;1.2;1.4285714285714286;0.0;0.0;0.0;2.0;2.0;1.0;15.0;9.5;5.5;3.0;8;0.0;0.6;0.42857142857142855;0.6666666666666666;0.8;0.5714285714285714;3.0;2.2;2.7142857142857144;4.333333333333333;4.8;5.0;14.333333333333334;12.4;14.142857142857142;1.6666666666666667;1.8;1.7142857142857142;8.333333333333334;6.2;6.428571428571429;3.0;3.4;3.857142857142857;5.333333333333333;5.4;5.285714285714286;2.6666666666666665;1.6;1.4285714285714286;0.3333333333333333;0.2;0.14285714285714285;0.0;0.5;5.5;11.0;19.5;8.5;2.5;18
2020-10-04;Wolfsburg;Augsburg;D;2;3.6;3.7;2.0;1.2;1.7142857142857142;2.0;2.2;2.0;1.0;2.0;1.5714285714285714;17.0;15.6;15.285714285714286;9.333333333333334;10.2;10.285714285714286;4.666666666666667;4.8;5.0;3.0;4.6;4.0;5.0;5.6;6.0;3.0;3.4;3.4285714285714284;0.6666666666666666;1.2;1.2857142857142858;0.0;0.0;0.0;1.0;0.5;0.5;8.5;13.5;6.5;2.5;15;0.0;0.2;0.5714285714285714;1.0;0.6;0.7142857142857143;2.3333333333333335;1.6;1.5714285714285714;15.666666666666666;13.8;13.571428571428571;13.333333333333334;11.0;11.571428571428571;6.0;5.0;5.0;5.333333333333333;3.8;4.0;7.666666666666667;7.2;6.142857142857143;4.0;3.8;4.571428571428571;1.0;1.8;1.7142857142857142;0.0;0.0;0.0;3.0;2.5;0.5;7.5;14.5;5.5;6.0;4
2020-10-04;Bayern Munich;Hertha;H;1.16;8;15;2.0;2.0;2.2857142857142856;3.0;2.6;2.5714285714285716;0.6666666666666666;1.0;0.7142857142857143;21.666666666666668;18.6;16.714285714285715;9.333333333333334;8.2;9.428571428571429;6.666666666666667;6.2;6.142857142857143;3.0;2.8;3.0;5.0;5.6;4.714285714285714;2.6666666666666665;3.0;3.7142857142857144;1.3333333333333333;1.4;1.4285714285714286;0.3333333333333333;0.2;0.2857142857142857;1.5;4.5;2.0;18.0;11.0;6.0;3.5;12;1.6666666666666667;1.4;1.4285714285714286;1.3333333333333333;1.4;1.4285714285714286;0.3333333333333333;0.8;0.8571428571428571;10.333333333333334;11.8;10.857142857142858;14.333333333333334;12.2;12.0;5.0;4.8;4.857142857142857;6.0;5.0;4.285714285714286;4.0;5.2;4.285714285714286;5.0;4.0;5.0;3.3333333333333335;3.2;2.4285714285714284;0.0;0.0;0.14285714285714285;1.5;2.5;2.0;12.5;13.5;5.5;3.5;13
2020-10-17;Augsburg;RB Leipzig;A;5.75;4.5;1.53;0.0;0.2;0.5714285714285714;1.0;0.6;0.7142857142857143;2.3333333333333335;1.6;1.5714285714285714;15.666666666666666;13.8;13.571428571428571;13.333333333333334;11.0;11.571428571428571;6.0;5.0;5.0;5.333333333333333;3.8;4.0;7.666666666666667;7.2;6.142857142857143;4.0;3.8;4.571428571428571;1.0;1.8;1.7142857142857142;0.0;0.0;0.0;2.3333333333333335;1.6666666666666667;0.3333333333333333;8.0;15.333333333333334;7.666666666666667;4.666666666666667;2;1.0;1.4;1.4285714285714286;1.6666666666666667;1.8;1.4285714285714286;1.6666666666666667;1.2;1.0;20.333333333333332;16.6;16.571428571428573;7.333333333333333;7.8;7.571428571428571;8.0;6.0;5.857142857142857;2.3333333333333335;1.8;2.0;8.333333333333334;6.2;6.571428571428571;2.6666666666666665;2.2;2.2857142857142856;2.0;1.2;1.4285714285714286;0.0;0.0;0.0;2.3333333333333335;2.6666666666666665;0.6666666666666666;17.0;7.666666666666667;6.333333333333333;2.3333333333333335;1
